bp_account,gps_change
180****0250,0.0
180****0258,0.0
180****0299,0.0
180****0343,0.0
180****0369,0.0
180****0388,0.0
180****0397,0.0
180****0399,0.0
180****0402,0.0
180****0447,0.0
180****0449,0.0
180****0470,0.0
180****0473,0.0
180****0512,0.0
180****0523,0.0
180****0593,0.0
180****0621,0.0
180****0623,0.0
180****0638,0.0
180****0657,0.0
180****0664,0.0
180****0669,0.0
180****0704,0.0
180****0712,0.0
180****0756,0.0
180****0788,0.0
180****0809,0.0
180****0813,4267.6462141896
180****0819,0.0
180****0852,0.0
180****0863,0.0
180****0909,0.0
180****0911,0.0
180****0991,0.0
180****0993,0.0
180****1000,0.0
180****1016,0.0
180****1038,0.0
180****1058,0.0
180****1063,0.0
180****1065,0.0
180****1113,0.0
180****1115,0.0
180****1150,0.0
180****1166,0.0
180****1184,0.0
180****1190,0.0
180****1198,0.0
180****1208,0.0
180****1211,0.0
180****1212,7504.0552185139195
180****1272,0.0
180****1322,0.0
180****1337,0.0
180****1352,0.0
180****1377,0.0
180****1392,0.0
180****1531,0.0
180****1538,0.0
180****1573,0.0
180****1580,0.0
180****1597,0.0
180****1609,0.0
180****1619,0.0
180****1662,0.0
180****1669,0.0
180****1683,0.0
180****1688,0.0
180****1690,0.0
180****1713,0.0
180****1720,0.0
180****1725,0.0
180****1730,0.0
180****1771,0.0
180****1798,0.0
180****1801,0.0
180****1806,0.0
180****1818,0.0
180****1890,0.0
180****1897,0.0
180****1945,0.0
180****1966,0.0
180****1973,0.0
180****1979,0.0
180****1988,0.0
180****2003,0.0
180****2015,0.0
180****2025,0.0
180****2037,0.0
180****2054,0.0
180****2055,0.0
180****2090,0.0
180****2201,0.0
180****2260,0.0
180****2266,0.0
180****2302,0.0
180****2327,0.0
180****2353,0.0
180****2370,0.0
180****2429,0.0
180****2476,0.0
180****2500,0.0
180****2568,0.0
180****2569,0.0
180****2588,0.0
180****2635,0.0
180****2638,0.0
180****2687,0.0
180****2690,0.0
180****2714,0.0
180****2735,0.0
180****2758,0.0
180****2762,0.0
180****2815,0.0
180****2818,0.0
180****2833,0.0
180****2843,0.0
180****2851,0.0
180****2891,0.0
180****2892,0.0
180****2901,0.0
180****2915,0.0
180****2923,0.0
180****2950,0.0
180****2981,0.0
180****2982,0.0
180****2995,0.0
180****3000,0.0
180****3010,0.0
180****3031,0.0
180****3039,0.0
180****3048,0.0
180****3060,0.0
180****3099,0.0
180****3127,0.0
180****3151,0.0
180****3207,0.0
180****3226,0.0
180****3237,0.0
180****3265,2.999999999417582e-10
180****3276,0.0
180****3280,0.0
180****3316,5935.423338941041
180****3331,0.0
180****3332,0.0
180****3334,0.0
180****3370,0.0
180****3394,0.0
180****3417,0.0
180****3434,0.0
180****3466,0.0
180****3527,0.0
180****3536,0.0
180****3573,0.0
180****3577,0.0
180****3581,0.0
180****3605,0.0
180****3626,0.0
180****3652,0.0
180****3660,0.0
180****3686,0.0
180****3773,0.0
180****3786,88.827645214296
180****3823,0.0
180****3824,0.0
180****3852,0.0
180****3868,0.0
180****3876,0.0
180****3892,0.0
180****3915,0.0
180****3937,0.0
180****3959,0.0
180****3968,0.0
180****3991,0.0
180****3999,0.0
180****4006,0.0
180****4059,0.0
180****4068,0.0
180****4088,0.0
180****4115,0.0
180****4147,0.0
180****4151,0.0
180****4156,0.0
180****4253,0.0
180****4290,0.0
180****4323,0.0
180****4326,0.0
180****4344,0.0
180****4385,0.0
180****4419,0.0
180****4466,0.0
180****4476,0.0
180****4499,0.0
180****4577,0.0
180****4613,0.0
180****4633,0.0
180****4740,0.0
180****4817,0.0
180****4860,0.0
180****4880,0.0
180****4905,0.0
180****4912,0.0
180****4943,0.0
180****4973,0.0
180****4988,0.0
180****5023,0.0
180****5066,0.0
180****5074,0.0
180****5088,0.0
180****5091,1.5782637992400035
180****5106,0.0
180****5108,0.0
180****5181,0.0
180****5205,0.0
180****5268,0.0
180****5292,0.0
180****5297,0.0
180****5370,0.0
180****5385,0.0
180****5448,0.0
180****5470,0.0
180****5506,0.0
180****5550,0.0
180****5551,0.0
180****5579,0.0
180****5593,0.0
180****5603,0.0
180****5613,0.0
180****5667,0.0
180****5689,0.0
180****5697,0.0
180****5749,0.0
180****5798,0.0
180****5829,0.0
180****5841,0.0
180****5901,0.0
180****5972,0.0
180****5998,0.0
180****6038,0.0
180****6045,0.0
180****6063,0.0
180****6087,0.0
180****6137,0.0
180****6147,0.0
180****6156,0.0
180****6172,0.0
180****6186,0.0
180****6192,0.0
180****6199,0.0
180****6205,0.0
180****6235,0.0
180****6243,0.0
180****6303,0.0
180****6312,0.0
180****6362,0.0
180****6368,0.0
180****6404,0.0
180****6440,0.0
180****6444,0.0
180****6453,0.0
180****6474,0.0
180****6508,2788.3646045854503
180****6520,0.0
180****6563,0.0
180****6566,0.0
180****6591,0.0
180****6653,0.0
180****6667,0.0
180****6669,4939.41535215484
180****6705,0.0
180****6715,0.0
180****6733,0.0
180****6786,0.0
180****6832,0.0
180****6878,0.0
180****6889,0.0
180****6898,0.0
180****6922,0.0
180****6928,0.0
180****6932,0.0
180****6936,0.0
180****6958,0.0
180****6963,0.0
180****7065,0.0
180****7105,0.0
180****7131,0.0
180****7136,0.0
180****7158,0.0
180****7185,0.0
180****7188,0.0
180****7213,0.0
180****7235,0.0
180****7269,0.0
180****7322,0.0
180****7325,0.0
180****7383,0.0
180****7423,0.0
180****7506,0.0
180****7512,0.0
180****7559,0.0
180****7571,0.0
180****7639,0.0
180****7657,0.0
180****7712,0.0
180****7756,0.0
180****7796,0.0
180****7799,0.0
180****7800,0.0
180****7806,0.0
180****7857,0.0
180****7865,0.0
180****7867,0.0
180****7955,0.0
180****7986,0.0
180****8011,0.0
180****8054,0.0
180****8060,0.0
180****8080,0.0
180****8081,0.0
180****8088,0.0
180****8128,0.0
180****8135,0.0
180****8142,0.0
180****8149,0.0
180****8172,0.0
180****8181,0.0
180****8246,0.0
180****8247,0.0
180****8282,0.0
180****8303,0.0
180****8359,0.0
180****8386,0.0
180****8408,0.0
180****8500,0.0
180****8557,0.0
180****8567,0.0
180****8586,0.0
180****8588,0.0
180****8589,0.0
180****8599,0.0
180****8611,0.0
180****8621,3821.3682754571996
180****8627,0.0
180****8687,0.0
180****8704,0.0
180****8710,0.0
180****8734,0.0
180****8750,0.0
180****8767,0.0
180****8806,0.0
180****8838,0.0
180****8840,0.0
180****8849,0.0
180****8857,0.0
180****8858,6011.67850228967
180****8883,0.0
180****8888,0.0
180****8898,70.59993202120005
180****8905,0.0
180****8921,0.0
180****8966,0.0
180****8969,0.0
180****9053,0.0
180****9069,0.0
180****9081,0.0
180****9162,0.0
180****9217,0.0
180****9219,0.0
180****9236,0.0
180****9237,0.0
180****9238,0.0
180****9276,0.0
180****9319,0.0
180****9342,0.0
180****9415,0.0
180****9487,0.0
180****9535,0.0
180****9553,0.0
180****9559,0.0
180****9572,0.0
180****9601,0.0
180****9658,0.0
180****9685,0.0
180****9689,0.0
180****9695,0.0
180****9722,0.0
180****9730,0.0
180****9771,0.0
180****9782,0.0
180****9816,0.0
180****9819,0.0
180****9861,0.0
180****9868,0.0
180****9872,0.0
180****9878,0.0
180****9886,0.0
180****9912,0.0
180****9929,0.0
180****9930,0.0
180****9972,0.0
180****9990,0.0
181****0007,0.0
181****0013,0.0
181****0110,0.0
181****0122,0.0
181****0152,0.0
181****0179,0.0
181****0184,0.0
181****0217,0.0
181****0251,0.0
181****0299,0.0
181****0383,0.0
181****0385,0.0
181****0390,0.0
181****0423,0.0
181****0471,0.0
181****0515,30.849936588899922
181****0523,0.0
181****0627,0.0
181****0637,0.0
181****0638,0.0
181****0662,0.0
181****0695,0.0
181****0699,0.0
181****0705,0.0
181****0707,0.0
181****0712,0.0
181****0726,0.0
181****0761,0.0
181****0798,0.0
181****0803,0.0
181****0810,0.0
181****0828,0.0
181****0904,0.0
181****0909,4142.979816272896
181****0910,0.0
181****0915,0.0
181****0916,0.0
181****0967,0.0
181****0975,0.0
181****0977,0.0
181****0987,0.0
181****1010,0.0
181****1062,0.0
181****1106,0.0
181****1141,0.0
181****1171,0.0
181****1188,0.0
181****1259,0.0
181****1297,0.0
181****1338,0.0
181****1361,0.0
181****1371,0.0
181****1376,0.0
181****1440,0.0
181****1458,0.0
181****1486,0.0
181****1498,0.0
181****1509,0.0
181****1513,0.0
181****1516,0.0
181****1533,0.0
181****1549,0.0
181****1554,0.0
181****1568,2.391200000068989e-07
181****1589,0.0
181****1632,0.0
181****1670,0.0
181****1778,0.0
181****1799,0.0
181****1805,0.0
181****1816,0.0
181****1867,0.0
181****1869,0.41245518820997723
181****1897,0.0
181****1900,0.0
181****1921,0.0
181****1954,0.0
181****1956,0.0
181****2018,0.0
181****2060,0.0
181****2064,0.0
181****2076,0.0
181****2099,0.0
181****2141,0.0
181****2155,55.614231764912084
181****2202,0.0
181****2221,0.0
181****2264,0.0
181****2265,0.0
181****2269,0.0
181****2280,0.0
181****2302,0.0
181****2317,0.0
181****2353,0.0
181****2363,0.0
181****2366,0.0
181****2373,0.0
181****2398,0.0
181****2430,0.0
181****2584,0.0
181****2591,0.0
181****2635,0.0
181****2652,0.0
181****2672,0.0
181****2724,0.0
181****2739,0.0
181****2750,0.0
181****2762,0.0
181****2795,0.0
181****2832,0.0
181****2836,0.0
181****2893,0.0
181****2926,0.0
181****2982,0.0
181****2987,0.0
181****2991,0.0
181****3010,0.0
181****3022,0.0
181****3029,0.0
181****3049,0.0
181****3092,0.0
181****3125,0.0
181****3181,0.0
181****3257,0.0
181****3259,0.0
181****3292,0.0
181****3301,0.0
181****3331,0.0
181****3344,0.0
181****3368,0.0
181****3388,0.0
181****3444,0.0
181****3527,0.0
181****3615,0.0
181****3689,0.0
181****3695,0.0
181****3749,0.0
181****3779,0.0
181****3818,0.0
181****3841,0.0
181****3936,0.0
181****3996,0.0
181****4013,0.0
181****4065,0.0
181****4201,0.0
181****4227,0.0
181****4236,0.4443256918599987
181****4254,0.0
181****4343,0.0
181****4415,0.0
181****4416,0.0
181****4442,0.0
181****4445,0.0
181****4466,0.0
181****4473,0.0
181****4503,0.0
181****4591,0.0
181****4680,0.0
181****4681,0.0
181****4686,0.0
181****4689,0.0
181****4698,0.0
181****4860,0.0
181****4883,0.0
181****4913,0.0
181****4994,0.0
181****5005,0.0
181****5007,0.0
181****5017,0.0
181****5038,0.0
181****5050,0.0
181****5056,0.0
181****5120,0.0
181****5132,0.0
181****5218,0.0
181****5236,0.0
181****5240,0.0
181****5269,0.0
181****5430,0.0
181****5477,0.0
181****5552,0.0
181****5571,0.0
181****5630,0.0
181****5685,0.0
181****5688,0.0
181****5737,0.0
181****5818,0.0
181****5831,0.0
181****5859,0.0
181****5870,0.0
181****6006,0.0
181****6053,0.0
181****6072,0.0
181****6080,0.0
181****6099,3323.97068620428
181****6100,3028.83151668472
181****6170,0.0
181****6202,0.0
181****6204,0.0
181****6262,0.0
181****6269,0.0
181****6340,0.0
181****6441,0.0
181****6502,0.0
181****6531,0.0
181****6543,0.0
181****6566,0.0
181****6571,0.0
181****6578,0.0
181****6585,0.0
181****6605,0.0
181****6650,0.0
181****6659,0.0
181****6679,0.0
181****6685,0.0
181****6793,0.0
181****6822,0.0
181****6856,0.0
181****6862,0.0
181****6869,0.0
181****6873,0.0
181****6875,0.0
181****6888,0.0
181****6889,0.0
181****6937,0.0
181****6956,0.0
181****7061,0.0
181****7109,8078.22030071677
181****7178,0.0
181****7213,0.0
181****7235,0.0
181****7272,0.0
181****7308,0.0
181****7322,0.0
181****7327,0.0
181****7377,0.0
181****7400,0.0
181****7520,0.0
181****7523,0.0
181****7528,0.0
181****7577,0.0
181****7607,0.0
181****7618,0.0
181****7655,0.0
181****7662,0.0
181****7697,0.0
181****7758,0.0
181****7773,0.0
181****7792,0.0
181****7799,0.0
181****7869,0.0
181****7889,0.0
181****7899,0.0
181****7952,0.0
181****7956,0.0
181****8115,0.0
181****8177,0.0
181****8207,0.0
181****8218,0.0
181****8227,0.0
181****8282,0.0
181****8288,0.0
181****8333,0.0
181****8426,0.0
181****8442,0.0
181****8483,0.0
181****8532,0.0
181****8555,0.0
181****8599,0.0
181****8605,0.0
181****8628,0.0
181****8648,0.0
181****8665,0.0
181****8678,0.0
181****8689,0.0
181****8702,0.0
181****8753,0.0
181****8800,0.0
181****8802,0.0
181****8813,0.0
181****8814,0.0
181****8817,0.0
181****8827,0.0
181****8882,0.0
181****8887,0.0
181****8903,0.0
181****8909,3720.6842872988796
181****8949,0.0
181****8966,0.0
181****8991,0.0
181****8999,0.0
181****9005,0.0
181****9045,0.0
181****9088,0.0
181****9092,0.0
181****9139,0.0
181****9156,0.0
181****9213,0.0
181****9222,0.0
181****9258,0.0
181****9370,7442.156684021925
181****9379,0.0
181****9501,0.0
181****9515,0.0
181****9531,0.0
181****9583,0.0
181****9613,0.0
181****9688,0.0
181****9727,0.0
181****9767,0.0
181****9798,0.0
181****9830,0.0
181****9899,0.0
181****9916,0.0
181****9926,0.0
181****9969,0.0
181****9990,0.0
182****2715,0.0
182****3069,0.0
182****3073,0.0
182****3303,0.0
182****3642,0.0
182****4080,0.0
182****5144,0.0
182****5187,0.0
182****6008,0.0
182****6243,0.0
182****6448,0.0
182****6963,0.0
182****7997,0.0
182****8092,0.0
182****8109,0.0
182****8224,0.0
182****8235,0.0
182****9078,0.0
183****0768,0.0
183****1145,0.0
183****1328,0.0
183****1744,0.0
183****2375,0.0
183****3230,0.0
183****3619,0.0
183****4177,0.0
183****4348,0.0
183****4531,0.0
183****6466,0.0
183****7616,0.0
183****7761,0.0
183****8175,0.0
183****8230,0.0
183****8889,0.0
183****9292,0.0
183****9996,0.0
184****8047,0.0
185****0168,0.0
185****4165,0.0
185****5685,0.0
185****5878,0.0
185****6267,0.0
185****7169,0.0
186****1370,0.0
186****1865,0.0
186****3159,0.0
186****3182,0.0
186****3629,0.0
186****5658,0.0
186****5795,0.0
186****6088,0.0
186****8007,0.0
186****8668,0.0
186****8822,0.0
186****8835,0.0
187****0301,0.0
187****0373,0.0
187****1234,0.0
187****3635,0.0
187****3796,0.0
187****4208,0.0
187****5683,0.0
187****6983,0.0
187****7628,0.0
187****9141,0.0
188****3257,0.0
188****5086,0.0
188****5476,0.0
188****7026,0.0
188****7606,0.0
188****9523,0.0
189****0007,0.0
189****0009,0.0
189****0029,0.0
189****0039,0.0
189****0044,0.0
189****0047,0.0
189****0067,0.0
189****0073,0.0
189****0076,0.0
189****0092,0.0
189****0118,0.0
189****0119,0.0
189****0121,0.0
189****0128,0.0
189****0141,0.0
189****0160,0.0
189****0177,0.0
189****0185,0.0
189****0186,0.0
189****0188,0.0
189****0216,0.0
189****0246,0.0
189****0252,0.0
189****0257,0.0
189****0280,0.0
189****0294,0.0
189****0309,0.0
189****0316,0.0
189****0320,0.0
189****0323,0.0
189****0326,0.0
189****0382,0.0
189****0422,0.0
189****0436,0.0
189****0437,0.0
189****0451,0.0
189****0500,0.0
189****0503,0.0
189****0508,0.0
189****0530,0.0
189****0545,0.0
189****0550,0.0
189****0569,6298.15306721895
189****0578,0.0
189****0598,0.0
189****0612,0.0
189****0621,0.0
189****0623,0.0
189****0624,0.0
189****0640,0.0
189****0652,0.0
189****0654,0.0
189****0666,0.0
189****0686,0.0
189****0692,0.0
189****0695,0.0
189****0715,0.0
189****0720,0.0
189****0722,0.0
189****0779,0.0
189****0791,0.0
189****0799,6421.106538773573
189****0823,0.0
189****0827,0.0
189****0831,0.0
189****0855,0.0
189****0873,0.0
189****0880,0.0
189****0896,0.0
189****0899,0.0
189****0908,0.0
189****0931,0.0
189****0960,0.0
189****0972,0.0
189****0975,0.0
189****1008,0.0
189****1028,0.0
189****1030,0.0
189****1061,0.0
189****1091,0.0
189****1102,0.0
189****1128,0.0
189****1137,0.0
189****1143,0.0
189****1168,0.0
189****1181,0.0
189****1185,0.0
189****1188,2894.4728655968993
189****1193,0.0
189****1196,0.0
189****1206,0.0
189****1207,0.0
189****1215,0.0
189****1223,0.0
189****1226,0.0
189****1229,0.0
189****1230,0.0
189****1234,0.0
189****1235,0.0
189****1256,0.0
189****1273,0.0
189****1296,0.0
189****1299,0.0
189****1300,3.6318680825000005
189****1351,0.0
189****1357,0.0
189****1365,0.0
189****1370,0.0
189****1371,0.0
189****1374,0.0
189****1418,2729.62975222168
189****1468,0.0
189****1488,0.0
189****1489,0.0
189****1497,0.0
189****1501,0.0
189****1506,0.0
189****1516,0.0
189****1519,0.0
189****1591,0.0
189****1617,0.0
189****1631,0.0
189****1653,0.0
189****1661,0.0
189****1665,0.0
189****1671,0.0
189****1735,0.0
189****1777,6691.3407545362015
189****1782,0.0
189****1789,0.0
189****1791,0.0
189****1802,0.0
189****1808,0.0
189****1818,0.0
189****1821,0.0
189****1889,0.0
189****1908,0.0
189****1953,0.0
189****1961,0.0
189****1965,0.0
189****1969,0.0
189****1980,0.0
189****1988,0.0
189****2006,0.0
189****2007,0.0
189****2022,0.0
189****2052,0.0
189****2072,0.0
189****2093,0.0
189****2101,0.0
189****2111,0.0
189****2120,0.0
189****2126,0.0
189****2128,0.0
189****2171,0.0
189****2181,22.392465239139995
189****2200,0.0
189****2208,0.0
189****2229,12.26947157280002
189****2255,0.0
189****2273,0.0
189****2286,0.0
189****2290,0.0
189****2302,0.0
189****2306,79.58335234612
189****2351,0.0
189****2365,0.0
189****2368,0.0
189****2373,0.0
189****2379,0.0
189****2458,0.0
189****2469,0.0
189****2470,0.0
189****2495,0.0
189****2499,0.0
189****2524,0.0
189****2536,0.0
189****2555,0.0
189****2559,0.0
189****2567,0.0
189****2569,0.0
189****2616,0.0
189****2626,0.0
189****2641,0.0
189****2656,0.0
189****2688,0.0
189****2691,0.0
189****2695,0.0
189****2698,0.0
189****2699,0.0
189****2705,1.5486190823700072
189****2710,0.0
189****2750,0.0
189****2770,0.0
189****2781,0.0
189****2788,0.0
189****2802,0.0
189****2809,0.0
189****2811,5118.73164568062
189****2824,0.0
189****2829,0.0
189****2858,0.0
189****2899,0.0
189****2956,0.0
189****2970,0.0
189****2972,0.0
189****2982,0.0
189****2993,0.0
189****3012,3037.20729608712
189****3013,0.0
189****3031,0.0
189****3037,0.0
189****3082,0.0
189****3089,0.0
189****3125,0.0
189****3150,0.0
189****3181,0.0
189****3208,0.0
189****3213,0.0
189****3225,0.0
189****3242,0.0
189****3253,0.0
189****3297,0.0
189****3302,15.126227926650047
189****3303,0.0
189****3308,0.0
189****3357,0.0
189****3369,0.0
189****3381,0.0
189****3391,0.0
189****3396,0.0
189****3408,0.0
189****3421,0.0
189****3433,0.0
189****3499,0.0
189****3539,3157.784512921425
189****3550,0.0
189****3555,0.0
189****3568,0.0
189****3581,0.0
189****3582,0.0
189****3612,0.0
189****3622,0.0
189****3627,0.0
189****3665,0.0
189****3692,0.0
189****3721,0.0
189****3730,0.0
189****3753,4660.2172194107
189****3759,0.0
189****3777,0.0
189****3820,0.0
189****3853,0.0
189****3886,0.0
189****3933,6853.312802627201
189****3952,0.0
189****3988,0.0
189****3997,0.0
189****4083,0.0
189****4116,0.0
189****4132,0.0
189****4151,0.0
189****4173,0.0
189****4217,0.0
189****4219,0.0
189****4259,0.0
189****4280,0.0
189****4369,0.0
189****4371,0.0
189****4399,0.0
189****4422,0.0
189****4458,0.0
189****4480,0.0
189****4523,0.0
189****4549,0.0
189****4567,0.0
189****4597,0.0
189****4665,0.0
189****4723,0.0
189****4747,0.0
189****4775,0.0
189****4842,0.0
189****4848,0.0
189****4881,0.0
189****4895,0.0
189****5037,0.0
189****5044,0.0
189****5048,0.0
189****5051,29.169346308520023
189****5055,0.0
189****5111,0.0
189****5119,0.0
189****5130,0.0
189****5138,44.46084338746006
189****5141,0.0
189****5146,0.0
189****5186,0.0
189****5195,0.0
189****5200,0.0
189****5211,0.0
189****5220,0.0
189****5226,0.0
189****5254,0.0
189****5267,0.0
189****5268,0.0
189****5278,0.0
189****5280,0.0
189****5282,0.0
189****5287,0.0
189****5288,0.0
189****5301,69.80582726650994
189****5306,0.0
189****5312,0.0
189****5356,0.0
189****5367,0.0
189****5402,0.0
189****5530,0.0
189****5546,12.095806336110002
189****5569,0.0
189****5586,0.0
189****5588,0.0
189****5589,11.473811166299988
189****5598,0.0
189****5611,0.0
189****5612,0.0
189****5618,0.0
189****5668,0.0
189****5688,0.0
189****5692,0.0
189****5700,0.0
189****5712,0.0
189****5727,0.0
189****5733,0.0
189****5761,0.0
189****5765,0.0
189****5773,0.0
189****5787,0.0
189****5792,0.0
189****5808,0.0
189****5810,0.0
189****5831,0.0
189****5891,0.0
189****5966,0.0
189****5969,0.0
189****5991,0.0
189****5997,0.0
189****5999,0.0
189****6009,3149.3105669559995
189****6030,0.0
189****6045,0.0
189****6055,0.0
189****6065,0.0
189****6066,0.0
189****6078,0.0
189****6096,0.0
189****6109,0.0
189****6111,0.0
189****6121,0.0
189****6126,0.0
189****6130,0.0
189****6144,0.0
189****6151,0.0
189****6168,0.0
189****6193,0.0
189****6216,0.0
189****6246,0.0
189****6248,0.0
189****6258,0.0
189****6266,0.0
189****6355,21.108652351536026
189****6362,0.0
189****6366,0.0
189****6431,0.0
189****6458,0.0
189****6486,0.0
189****6508,0.0
189****6518,0.0
189****6541,0.0
189****6544,0.0
189****6562,0.0
189****6570,0.0
189****6577,0.0
189****6592,0.0
189****6616,0.0
189****6622,0.0
189****6638,0.0
189****6651,0.0
189****6661,0.0
189****6667,0.0
189****6739,0.0
189****6767,66.39786725208003
189****6768,0.0
189****6788,0.0
189****6791,0.0
189****6792,0.0
189****6806,0.0
189****6813,0.0
189****6820,0.0
189****6866,0.0
189****6891,0.0
189****6986,0.0
189****7003,0.0
189****7009,0.0
189****7018,0.0
189****7033,0.0
189****7036,0.0
189****7067,0.0
189****7081,0.0
189****7085,0.0
189****7087,0.0
189****7093,0.0
189****7115,0.0
189****7119,0.0
189****7122,0.0
189****7131,0.0
189****7133,0.0
189****7144,0.0
189****7152,126.04643082686205
189****7176,3184.7680558125
189****7181,0.0
189****7183,0.0
189****7209,0.0
189****7226,0.0
189****7235,3137.473332626
189****7257,0.0
189****7272,0.0
189****7276,0.0
189****7288,0.11839928674800655
189****7337,0.0
189****7339,35.51465806874995
189****7366,0.0
189****7388,0.0
189****7398,0.0
189****7441,0.0
189****7451,0.0
189****7456,0.0
189****7485,0.0
189****7486,0.0
189****7553,0.0
189****7572,0.0
189****7580,0.0
189****7582,0.0
189****7604,0.0
189****7626,324.3486031760001
189****7631,0.0
189****7636,0.0
189****7659,0.0
189****7660,0.0
189****7683,0.0
189****7700,7439.800496679679
189****7765,0.0
189****7778,0.0
189****7779,0.0
189****7783,0.0
189****7787,0.0
189****7810,0.0
189****7822,0.0
189****7826,0.0
189****7829,0.0
189****7835,0.0
189****7859,0.0
189****7879,0.0
189****7888,0.0
189****7897,8.659993478629946
189****7906,0.0
189****7916,0.0
189****7930,0.0
189****7962,0.0
189****7967,0.0
189****7976,0.0
189****7978,0.0
189****7991,0.0
189****8008,0.0
189****8016,0.0
189****8052,0.0
189****8065,0.0
189****8078,0.0
189****8089,0.0
189****8108,0.0
189****8126,0.0
189****8141,0.0
189****8163,0.0
189****8174,0.0
189****8178,0.0
189****8229,0.0
189****8273,0.0
189****8296,0.0
189****8303,0.0
189****8308,0.0
189****8314,0.0
189****8328,0.0
189****8336,0.0
189****8357,0.0
189****8368,0.0
189****8389,0.0
189****8452,0.0
189****8455,0.0
189****8459,0.0
189****8484,0.0
189****8499,0.0
189****8507,0.0
189****8536,0.0
189****8555,0.0
189****8561,0.0
189****8566,0.0
189****8576,0.0
189****8589,0.0
189****8635,0.0
189****8659,0.0
189****8663,0.0
189****8698,0.0
189****8712,0.0
189****8725,0.0
189****8728,0.0
189****8757,0.0
189****8759,0.0
189****8773,0.0
189****8809,0.0
189****8825,0.0
189****8828,0.0
189****8855,0.0
189****8868,0.0
189****8886,0.0
189****8890,0.0
189****8893,0.0
189****8895,0.0
189****8896,0.0
189****8898,0.0
189****8919,0.0
189****8977,0.0
189****8992,0.0
189****9021,0.0
189****9022,0.0
189****9036,0.0
189****9053,0.0
189****9115,0.0
189****9123,0.0
189****9139,0.0
189****9150,0.0
189****9158,0.0
189****9161,0.0
189****9169,0.0
189****9199,2953.1155431782404
189****9203,0.0
189****9256,0.0
189****9262,0.0
189****9325,0.0
189****9326,0.0
189****9337,0.0
189****9384,0.0
189****9396,0.0
189****9399,0.0
189****9502,0.0
189****9508,0.0
189****9514,0.0
189****9516,0.0
189****9527,0.0
189****9544,0.0
189****9555,0.0
189****9561,0.0
189****9567,0.0
189****9600,0.0
189****9603,0.0
189****9619,0.0
189****9653,0.0
189****9668,0.0
189****9689,0.0
189****9695,0.0
189****9702,0.0
189****9746,0.0
189****9761,0.0
189****9785,0.0
189****9802,4668.389169694975
189****9813,0.0
189****9816,0.0
189****9822,0.0
189****9861,0.0
189****9868,0.0
189****9877,0.0
189****9886,0.0
189****9894,0.0
189****9899,0.0
189****9928,0.0
189****9930,0.0
189****9943,0.0
189****9948,0.0
189****9963,0.0
189****9989,0.0
199****0029,0.0
199****0068,0.0
199****0081,0.0
199****0132,0.0
199****0136,0.0
199****0240,0.0
199****0501,0.0
199****0635,0.0
199****0645,0.0
199****0648,0.0
199****0687,0.0
199****0913,0.0
199****0933,0.0
199****1010,0.0
199****1135,0.0
199****1158,0.0
199****1175,0.0
199****1258,0.0
199****1324,0.0
199****1327,0.0
199****1343,0.0
199****1356,0.0
199****1392,0.0
199****1410,0.0
199****1554,0.0
199****1587,0.0
199****1633,0.0
199****1665,0.0
199****1684,0.0
199****1822,0.0
199****1916,0.0
199****1986,0.0
199****2037,0.0
199****2099,0.0
199****2134,0.0
199****2166,0.0
199****2237,0.0
199****2333,0.0
199****2360,0.0
199****2382,0.0
199****2443,0.0
199****2530,0.0
199****2551,0.0
199****2601,0.0
199****2733,0.0
199****2779,0.0
199****2786,0.0
199****2880,0.0
199****2940,0.0
199****2970,0.0
199****3003,0.0
199****3035,0.0
199****3050,0.0
199****3232,0.0
199****3238,0.0
199****3246,0.0
199****3336,0.0
199****3344,0.0
199****3375,0.0
199****3390,0.0
199****3416,0.0
199****3448,0.0
199****3507,0.0
199****3508,0.0
199****3717,0.0
199****3786,0.0
199****3806,0.0
199****3813,0.0
199****3815,0.0
199****3818,0.0
199****4025,0.0
199****4167,0.0
199****4272,0.0
199****4362,0.0
199****4373,0.0
199****4583,0.0
199****4633,0.0
199****4881,0.0
199****4988,0.0
199****5350,0.0
199****5352,0.0
199****5420,0.0
199****5558,0.0
199****5586,0.0
199****5689,0.0
199****5756,0.0
199****5779,0.0
199****5792,0.0
199****6018,0.0
199****6025,0.0
199****6119,0.0
199****6158,0.0
199****6162,0.0
199****6243,0.0
199****6516,0.0
199****6584,0.0
199****6613,0.0
199****6629,0.0
199****6666,0.0
199****6735,0.0
199****6839,0.0
199****6859,0.0
199****6954,0.0
199****7022,0.0
199****7171,0.0
199****7174,0.0
199****7259,0.0
199****7262,0.0
199****7470,0.0
199****7602,0.0
199****7666,0.0
199****7875,0.0
199****7889,0.0
199****7895,0.0
199****7896,0.0
199****7932,0.0
199****7991,0.0
199****8059,0.0
199****8137,0.0
199****8173,0.0
199****8176,0.0
199****8186,0.0
199****8208,0.0
199****8220,0.0
199****8373,0.0
199****8517,0.0
199****8528,0.0
199****8583,0.0
199****8762,0.0
199****8808,0.0
199****8873,0.0
199****8921,0.0
199****8929,0.0
199****8955,0.0
199****9098,0.0
199****9150,0.0
199****9152,0.0
199****9236,0.0
199****9247,0.0
199****9397,0.0
199****9473,0.0
199****9546,0.06237558643800492
199****9690,0.0
199****9729,0.0
199****9756,0.0
199****9937,0.0
199****9990,0.0
