bp_account,gps_change
150****0848,4.316399999880092e-08
150****0934,0.0
150****2452,0.0
150****4830,0.0
150****5071,0.0
150****8972,0.0
151****0536,0.0
151****1172,0.0
151****2889,0.0
151****2912,0.0
151****4689,0.0
151****6493,0.0
151****7902,0.0
151****8200,0.0
151****8744,0.0
151****8895,0.0
151****8962,0.0
151****9540,0.0
152****0470,0.0
152****0766,0.0
152****3300,0.0
152****4000,0.0
152****4611,0.0
152****6588,0.0
152****7207,0.0
152****7997,0.0
152****8370,0.0
152****8435,0.0
152****9087,0.0
153****0041,0.0
153****0043,0.0
153****0068,0.0
153****0077,0.0
153****0095,0.0
153****0096,0.0
153****0102,0.0
153****0105,0.0
153****0117,0.0
153****0135,0.0
153****0153,0.0
153****0189,0.0
153****0198,0.0
153****0226,0.0
153****0270,0.0
153****0288,0.0
153****0300,0.0
153****0304,0.0
153****0312,0.0
153****0314,0.0
153****0323,0.0
153****0368,0.0
153****0430,0.0
153****0495,0.0
153****0501,0.0
153****0516,0.0
153****0525,0.0
153****0527,0.0
153****0558,0.0
153****0599,0.0
153****0625,1.694433676319983
153****0628,0.0
153****0636,0.0
153****0673,0.0
153****0697,0.0
153****0707,0.0
153****0727,0.0
153****0734,0.0
153****0736,0.0
153****0793,0.0
153****0806,0.0
153****0858,0.0
153****0860,0.0
153****0870,0.0
153****0902,0.0
153****0918,0.0
153****0920,0.0
153****0950,0.0
153****0951,0.0
153****0955,0.0
153****1007,0.0
153****1039,0.0
153****1057,0.0
153****1070,0.0
153****1087,0.0
153****1101,0.0
153****1103,0.0
153****1110,0.0
153****1113,0.0
153****1152,0.0
153****1153,0.0
153****1159,0.0
153****1180,0.0
153****1211,0.0
153****1244,0.0
153****1245,0.0
153****1316,0.0
153****1325,0.0
153****1345,0.0
153****1371,0.0
153****1413,0.0
153****1443,0.0
153****1457,0.0
153****1482,0.0
153****1502,0.0
153****1518,0.0
153****1553,0.0
153****1556,0.0
153****1578,0.0
153****1589,0.0
153****1605,0.0
153****1616,0.0
153****1629,0.0
153****1688,0.0
153****1702,0.0
153****1725,0.0
153****1744,0.0
153****1754,0.0
153****1770,0.0
153****1782,0.0
153****1789,0.0
153****1799,0.0
153****1810,0.0
153****1895,0.0
153****1958,0.0
153****1968,0.0
153****1988,0.0
153****1990,0.0
153****2006,0.0
153****2017,0.0
153****2073,0.0
153****2076,0.0
153****2100,0.0
153****2111,0.0
153****2166,0.0
153****2231,0.0
153****2266,0.0
153****2272,0.0
153****2296,0.0
153****2297,0.0
153****2306,0.0
153****2321,0.0
153****2345,0.0
153****2380,0.0
153****2440,0.0
153****2480,0.0
153****2712,0.0
153****2858,0.0
153****2872,0.0
153****2877,0.0
153****2882,0.0
153****2908,0.0
153****2932,0.0
153****2933,0.0
153****2966,0.0
153****2980,0.0
153****3018,0.0
153****3050,0.0
153****3080,0.0
153****3150,0.0
153****3167,0.0
153****3211,0.0
153****3228,0.0
153****3316,0.0
153****3330,0.0
153****3339,0.0
153****3434,0.0
153****3440,0.0
153****3456,0.0
153****3527,0.0
153****3582,0.0
153****3607,0.0
153****3637,0.0
153****3651,0.0
153****3664,0.0
153****3680,0.0
153****3686,0.0
153****3695,0.0
153****3696,0.0
153****3739,9.154636754480004
153****3812,0.0
153****3836,0.0
153****3854,0.0
153****3855,0.0
153****3957,0.0
153****3981,0.0
153****3988,0.0
153****3991,0.0
153****4005,0.0
153****4052,0.0
153****4099,0.0
153****4123,0.0
153****4158,0.0
153****4287,0.0
153****4356,0.0
153****4398,0.0
153****4408,0.0
153****4414,0.0
153****4518,3072.93511001204
153****4559,0.0
153****4691,0.0
153****4728,0.0
153****4773,0.0
153****4796,0.0
153****4799,0.0
153****4823,0.0
153****4851,0.0
153****4901,0.0
153****4949,0.0
153****4956,0.0
153****4981,0.0
153****5010,0.0
153****5031,0.0
153****5032,0.0
153****5035,0.0
153****5133,0.0
153****5166,0.0
153****5167,0.0
153****5186,0.0
153****5202,0.0
153****5208,0.0
153****5216,0.0
153****5263,0.0
153****5303,0.0
153****5319,0.0
153****5364,0.0
153****5431,0.0
153****5511,0.0
153****5528,0.0
153****5566,0.0
153****5576,0.0
153****5586,0.0
153****5648,0.0
153****5650,0.0
153****5668,0.0
153****5735,0.0
153****5757,3381.28171918644
153****5767,0.0
153****5867,0.0
153****5888,0.0
153****5896,0.0
153****5900,0.0
153****5959,0.0
153****5966,0.0
153****5968,0.0
153****5977,0.0
153****5986,0.0
153****5988,0.0
153****6010,4093.3035941098497
153****6023,0.0
153****6026,0.0
153****6060,0.0
153****6063,0.0
153****6098,0.0
153****6113,0.0
153****6117,0.0
153****6168,0.0
153****6184,0.0
153****6189,0.0
153****6191,0.0
153****6200,0.0
153****6228,0.0
153****6240,0.0
153****6284,0.0
153****6306,0.0
153****6326,0.0
153****6329,0.0
153****6331,0.0
153****6342,0.0
153****6356,0.0
153****6375,0.0
153****6385,0.0
153****6405,0.0
153****6483,0.0
153****6509,0.0
153****6512,0.0
153****6517,0.0
153****6558,0.0
153****6567,0.0
153****6598,0.0
153****6603,0.0
153****6605,0.0
153****6610,0.0
153****6613,0.0
153****6652,0.0
153****6685,0.0
153****6687,0.0
153****6689,0.0
153****6811,0.0
153****6874,0.0
153****6896,0.0
153****6925,0.0
153****6940,0.0
153****6967,0.0
153****7001,0.0
153****7018,0.0
153****7083,0.0
153****7085,0.0
153****7092,0.0
153****7112,0.0
153****7119,0.0
153****7123,0.0
153****7136,0.0
153****7156,0.0
153****7169,0.0
153****7178,0.0
153****7192,0.0
153****7220,0.0
153****7227,0.0
153****7256,0.0
153****7267,0.0
153****7271,0.0
153****7286,0.0
153****7298,0.0
153****7390,0.0
153****7452,0.0
153****7466,0.0
153****7513,0.0
153****7528,0.0
153****7555,0.0
153****7556,0.0
153****7603,0.0
153****7625,0.0
153****7659,0.0
153****7660,0.0
153****7695,0.0
153****7730,0.0
153****7766,0.0
153****7789,0.0
153****7793,0.0
153****7803,0.0
153****7828,0.0
153****7838,0.0
153****7889,0.0
153****7910,0.0
153****7916,0.0
153****7922,0.0
153****7926,0.0
153****7927,0.0
153****7928,0.0
153****7955,0.0
153****8006,0.0
153****8008,0.0
153****8045,0.0
153****8081,0.0
153****8093,0.0
153****8120,0.0
153****8123,0.0
153****8128,0.0
153****8137,0.0
153****8149,0.0
153****8171,0.0
153****8177,0.0
153****8181,0.0
153****8216,0.0
153****8217,0.0
153****8232,0.0
153****8253,0.0
153****8269,0.0
153****8368,0.0
153****8455,0.0
153****8500,0.0
153****8505,0.0
153****8566,0.0
153****8587,0.0
153****8660,0.0
153****8721,0.0
153****8789,0.0
153****8818,0.0
153****8830,0.0
153****8847,0.0
153****8898,0.0
153****8920,0.0
153****8927,0.0
153****8928,0.0
153****8950,0.0
153****8959,0.0
153****8983,0.0
153****8986,0.0
153****8988,0.0
153****8997,0.0
153****9005,0.0
153****9020,0.0
153****9082,0.0
153****9088,111.81521763945007
153****9100,0.0
153****9129,0.0
153****9130,0.0
153****9131,0.0
153****9197,0.0
153****9274,0.0
153****9294,0.0
153****9340,0.0
153****9358,0.0
153****9365,0.0
153****9385,0.0
153****9393,0.0
153****9421,0.0
153****9431,0.0
153****9539,0.0
153****9551,0.0
153****9555,0.0
153****9556,0.0
153****9591,0.0
153****9606,0.0
153****9609,0.0
153****9615,0.0
153****9662,0.0
153****9669,0.0
153****9688,0.0
153****9689,0.0
153****9699,0.0
153****9700,0.0
153****9767,0.0
153****9791,0.0
153****9801,0.0
153****9803,0.0
153****9823,0.0
153****9861,0.0
153****9862,0.0
153****9905,0.0
153****9924,0.0
153****9929,0.0
153****9949,0.0
153****9986,0.0
153****9998,0.0
155****1666,0.0
155****2901,0.0
155****4156,0.0
155****4442,0.0
155****7586,0.0
155****7772,0.0
155****7933,0.0
155****8583,0.0
156****4999,0.0
156****5505,0.0
156****6545,0.0
156****7665,0.0
156****8361,0.0
157****2230,0.0
157****2968,0.0
157****3536,0.0
157****4996,0.0
157****7732,0.0
158****1315,0.0
158****1682,0.0
158****1837,0.0
158****2190,0.0
158****2591,0.0
158****3601,0.0
158****5112,0.0
158****5553,0.0
158****6109,0.0
158****7273,0.0
158****7515,0.0
158****7686,0.0
158****8598,0.0
158****8836,0.0
158****9102,0.0
159****0213,0.0
159****2752,0.0
159****3397,0.0
159****3525,0.0
159****4543,0.0
159****5380,0.0
159****6416,0.0
159****8101,0.0
159****8126,0.0
159****8226,0.0
166****1521,0.0
166****9167,0.0
170****0488,0.0
170****5387,0.0
171****1764,0.0
173****0257,0.0
173****0283,0.0
173****0284,0.0
173****0298,0.0
173****0385,0.0
173****0416,0.0
173****0428,0.0
173****0508,0.0
173****0509,0.0
173****0596,0.0
173****0619,0.0
173****0628,0.0
173****0709,0.0
173****0722,0.0
173****0861,0.0
173****0867,0.0
173****0876,0.0
173****0926,0.0
173****0985,0.0
173****0989,0.0
173****1116,0.0
173****1155,19.081325047649937
173****1173,0.0
173****1212,0.0
173****1237,0.0
173****1383,0.0
173****1502,0.0
173****1570,0.0
173****1621,0.0
173****1640,0.0
173****1719,0.0
173****1733,0.0
173****1747,0.0
173****1763,0.0
173****1803,0.0
173****1820,0.0
173****1849,0.0
173****1887,0.0
173****1902,0.0
173****1928,0.0
173****1984,0.0
173****2070,0.0
173****2088,0.0
173****2236,0.0
173****2237,0.0
173****2301,0.0
173****2305,0.0
173****2325,0.0
173****2382,0.0
173****2393,0.0
173****2426,0.0
173****2434,0.0
173****2475,0.0
173****2580,0.0
173****2666,0.0
173****2667,0.0
173****2703,0.0
173****2713,0.0
173****2788,0.0
173****2865,0.0
173****2883,0.0
173****2923,4.639275753796014
173****2948,0.0
173****2968,0.0
173****2972,0.0
173****3040,0.0
173****3080,0.0
173****3136,0.0
173****3149,0.0
173****3173,0.0
173****3190,0.0
173****3233,0.0
173****3388,0.0
173****3397,0.0
173****3447,0.0
173****3489,0.0
173****3552,0.0
173****3621,0.0
173****3705,0.0
173****3739,0.0
173****3820,0.0
173****3850,0.0
173****3857,0.0
173****3911,0.0
173****3930,0.0
173****3961,0.0
173****3963,0.0
173****3997,0.0
173****4107,0.0
173****4138,0.0
173****4215,0.0
173****4308,0.0
173****4433,0.0
173****4448,0.0
173****4482,0.0
173****4518,0.0
173****4588,0.0
173****4650,0.0
173****4675,0.0
173****4729,0.0
173****4755,0.0
173****5003,0.0
173****5060,0.0
173****5069,0.0
173****5089,0.0
173****5108,0.0
173****5208,0.0
173****5309,0.0
173****5428,0.0
173****5481,0.0
173****5513,0.0
173****5519,0.0
173****5541,0.0
173****5554,0.0
173****5561,0.0
173****5602,0.0
173****5621,0.0
173****5645,0.0
173****5677,0.0
173****5695,0.0
173****5699,0.0
173****5828,0.0
173****5830,0.0
173****5839,0.0
173****5868,0.0
173****5948,0.0
173****6030,0.0
173****6032,0.0
173****6053,0.0
173****6102,0.0
173****6106,0.0
173****6192,0.0
173****6254,0.0
173****6263,0.0
173****6286,0.0
173****6311,0.0
173****6350,0.0
173****6355,0.0
173****6393,0.0
173****6468,0.0
173****6566,0.0
173****6583,0.0
173****6655,0.0
173****6729,0.0
173****6749,0.0
173****6797,0.0
173****6839,0.0
173****6871,0.0
173****6910,0.0
173****6919,0.0
173****7023,0.0
173****7089,0.0
173****7194,0.0
173****7199,0.0
173****7207,0.0
173****7218,0.0
173****7231,0.0
173****7560,0.0
173****7609,0.0
173****7662,0.0
173****7663,0.0
173****7686,0.0
173****7793,0.0
173****7853,0.0
173****7880,0.0
173****8009,0.0
173****8077,0.0
173****8090,0.0
173****8107,0.0
173****8172,0.0
173****8399,0.0
173****8405,0.0
173****8488,0.0
173****8568,0.0
173****8593,0.0
173****8603,0.0
173****8638,0.0
173****8653,0.0
173****8658,0.0
173****8695,0.0
173****8707,0.0
173****8755,0.0
173****8848,0.0
173****8861,0.0
173****8896,0.0
173****8975,0.0
173****9063,0.0
173****9120,0.0
173****9128,0.0
173****9240,0.0
173****9392,0.0
173****9393,0.0
173****9394,0.0
173****9445,0.0
173****9512,0.0
173****9592,0.0
173****9737,0.0
173****9747,0.0
173****9769,0.0
173****9825,0.0
173****9827,0.0
173****9907,0.0
173****9994,0.0
175****2376,0.0
175****9712,0.0
176****5097,0.0
176****7251,0.0
177****0009,0.0
177****0010,0.0
177****0036,0.0
177****0052,0.0
177****0054,0.0
177****0160,0.0
177****0170,0.0
177****0180,0.0
177****0217,0.0
177****0221,0.0
177****0236,0.0
177****0581,0.0
177****0667,0.0
177****0680,0.0
177****0701,0.0
177****0703,0.0
177****0708,0.0
177****0748,0.0
177****0751,0.0
177****0801,0.0
177****0821,0.0
177****0825,0.0
177****0876,0.0
177****0899,0.0
177****0909,0.0
177****0927,0.0
177****0934,0.0
177****0979,0.0
177****0998,0.0
177****1017,0.0
177****1049,0.0
177****1055,0.0
177****1077,0.0
177****1168,0.0
177****1183,0.0
177****1186,0.0
177****1205,0.0
177****1222,0.0
177****1279,0.0
177****1283,0.0
177****1290,0.0
177****1330,0.0
177****1350,0.0
177****1435,0.0
177****1521,0.0
177****1553,20.62371092849999
177****1581,0.0
177****1605,0.0
177****1628,0.0
177****1672,0.0
177****1674,0.0
177****1717,0.0
177****1860,0.0
177****1897,0.0
177****1939,0.0
177****1975,0.0
177****2017,0.0
177****2027,0.0
177****2029,0.0
177****2044,0.0
177****2055,0.0
177****2082,0.0
177****2086,0.0
177****2121,0.0
177****2203,0.0
177****2307,0.0
177****2337,0.0
177****2341,0.0
177****2380,0.0
177****2381,0.0
177****2402,0.0
177****2479,0.0
177****2480,0.0
177****2572,0.0
177****2580,0.0
177****2657,0.0
177****2660,0.0
177****2708,0.0
177****2765,0.0
177****2816,0.0
177****2913,0.0
177****2955,0.0
177****2999,0.0
177****3013,0.0
177****3015,0.0
177****3046,0.0
177****3130,0.0
177****3139,0.0
177****3221,0.0
177****3238,0.0
177****3256,0.0
177****3292,0.0
177****3298,0.0
177****3309,0.0
177****3370,0.0
177****3386,0.0
177****3446,0.0
177****3488,0.0
177****3557,0.0
177****3637,0.0
177****3683,0.0
177****3685,0.0
177****3717,0.0
177****3722,0.0
177****3731,0.0
177****3737,0.0
177****3759,0.0
177****3811,0.0
177****3864,0.0
177****3873,0.0
177****3888,0.0
177****3949,0.0
177****3959,0.0
177****4163,0.0
177****4171,0.0
177****4211,0.0
177****4225,0.0
177****4245,0.0
177****4357,0.0
177****4418,0.0
177****4430,0.0
177****4511,0.0
177****4521,0.0
177****4566,0.0
177****4632,0.0
177****4636,0.0
177****4660,0.0
177****4689,0.0
177****4711,0.0
177****4757,0.0
177****4868,0.0
177****4871,0.0
177****4938,0.0
177****4980,0.0
177****4990,0.0
177****5007,0.0
177****5031,0.0
177****5072,0.0
177****5080,8196.7408389664
177****5120,0.0
177****5188,0.0
177****5241,0.0
177****5275,0.0
177****5300,0.0
177****5327,0.0
177****5383,0.0
177****5472,0.0
177****5515,0.0
177****5558,0.0
177****5559,0.0
177****5563,0.0
177****5565,0.0
177****5599,0.0
177****5677,0.0
177****5689,0.0
177****5692,0.0
177****5711,0.0
177****5720,0.0
177****5724,0.0
177****5732,0.0
177****5769,0.0
177****5812,0.0
177****5848,0.0
177****5923,0.0
177****5938,0.0
177****6000,0.0
177****6034,0.0
177****6087,0.0
177****6122,0.0
177****6168,0.0
177****6200,0.0
177****6234,0.0
177****6263,0.0
177****6281,0.0
177****6287,0.0
177****6363,0.0
177****6368,0.0
177****6513,0.0
177****6527,18.15436897647999
177****6557,0.0
177****6626,0.0
177****6644,0.0
177****6645,0.0
177****6657,0.0
177****6672,0.0
177****6695,0.0
177****6698,0.0
177****6785,0.0
177****6787,0.0
177****6826,0.0
177****6830,0.0
177****6841,0.0
177****6887,0.0
177****6960,0.0
177****6977,0.0
177****6991,0.0
177****6995,0.0
177****7039,0.0
177****7044,0.0
177****7068,0.0
177****7145,0.0
177****7162,0.0
177****7507,0.0
177****7567,0.0
177****7603,0.0
177****7637,0.0
177****7662,0.0
177****7789,0.0
177****7862,0.0
177****7897,0.0
177****7922,0.0
177****7966,0.0
177****8015,0.0
177****8036,0.0
177****8055,0.0
177****8061,0.0
177****8082,0.0
177****8099,0.0
177****8161,0.0
177****8170,0.0
177****8180,0.0
177****8182,0.0
177****8228,0.0
177****8233,0.0
177****8292,0.0
177****8315,0.0
177****8332,0.0
177****8386,0.0
177****8391,0.0
177****8428,0.0
177****8488,0.0
177****8505,0.0
177****8566,0.0
177****8612,0.0
177****8656,0.0
177****8683,0.0
177****8688,0.0
177****8722,23.269244205600057
177****8785,0.0
177****8884,31.5329024394
177****8888,0.0
177****8909,0.0
177****8962,0.0
177****8990,0.0
177****8999,0.0
177****9069,0.0
177****9077,0.0
177****9080,0.0
177****9111,0.0
177****9113,0.0
177****9153,0.0
177****9301,0.0
177****9302,0.0
177****9305,0.0
177****9363,0.0
177****9406,0.0
177****9448,0.0
177****9456,0.0
177****9461,0.0
177****9518,0.0
177****9526,0.0
177****9572,0.0
177****9610,0.0
177****9688,0.0
177****9762,0.0
177****9820,0.0
177****9844,0.0
177****9853,0.0
177****9878,0.0
177****9879,0.0
177****9925,0.0
177****9985,0.0
177****9990,0.0
177****9996,0.0
178****0578,0.0
178****1180,0.0
180****0004,0.0
180****0007,0.0
180****0008,0.0
180****0011,0.0
180****0044,0.0
180****0077,0.0
180****0100,0.0
180****0109,0.0
180****0118,0.0
180****0192,0.0
180****0199,0.0
180****0202,0.0
180****0203,0.0
180****0209,0.0
